罪名,手口,管轄警察署（発生地）,管轄交番・駐在所（発生地）,市区町村コード（発生地）,都道府県（発生地）,市区町村（発生地）,町丁目（発生地）,発生年月日（始期）,発生時（始期）,発生場所の属性,被害者の年齢,被害者の職業,施錠関係
窃盗,自転車盗,松山南,久米交番,382019,愛媛県,松山市,福音寺町,2019-09-08,15,道路上,10歳代,中学生,施錠せず
窃盗,自転車盗,松山南,久米交番,382019,愛媛県,松山市,福音寺町,2019-10-02,11,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,松山南,久米交番,382019,愛媛県,松山市,福音寺町,2019-12-20,19,その他,10歳代,中学生,施錠せず
窃盗,自転車盗,松山南,久米交番,382019,愛媛県,松山市,南久米町,2018-12-10,16,駐車（輪）場,10歳代,小学生,施錠せず
窃盗,自転車盗,松山南,久米交番,382019,愛媛県,松山市,南久米町,2018-12-10,16,駐車（輪）場,10歳代,小学生,施錠せず
窃盗,自転車盗,松山南,久米交番,382019,愛媛県,松山市,南久米町,2019-04-08,21,その他の住宅（３階建て以下共同住宅等）,10歳代,その他,施錠せず
窃盗,自転車盗,松山南,久米交番,382019,愛媛県,松山市,南久米町,2019-07-29,08,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,松山南,久米交番,382019,愛媛県,松山市,南久米町,2019-12-16,17,その他,10歳代,小学生,施錠せず
窃盗,自転車盗,松山南,浮穴駐在所,382019,愛媛県,松山市,森松町,2019-01-19,22,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,松山南,浮穴駐在所,382019,愛媛県,松山市,森松町,2019-10-03,20,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,松山南,小野交番,382019,愛媛県,松山市,平井町,2019-08-08,19,一戸建住宅,10歳代,小学生,施錠せず
窃盗,自転車盗,松山南,小野交番,382019,愛媛県,松山市,平井町,2019-09-08,07,その他,10歳代,その他,施錠せず
窃盗,自転車盗,松山南,久谷駐在所,382019,愛媛県,松山市,上野町,2019-08-12,11,一戸建住宅,10歳代,小学生,施錠せず
窃盗,自転車盗,松山南,久谷駐在所,382019,愛媛県,松山市,恵原町,2019-10-10,15,一戸建住宅,30歳代,その他,施錠せず
窃盗,自転車盗,松山南,重信交番,382159,愛媛県,東温市,志津川,2019-05-21,07,その他,10歳代,高校生,施錠せず
窃盗,自転車盗,松山南,重信交番,382159,愛媛県,東温市,志津川,2019-06-17,14,駐車（輪）場,10歳代,大学生,施錠せず
窃盗,自転車盗,松山南,重信交番,382159,愛媛県,東温市,樋口,2019-11-11,19,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,松山南,重信交番,382159,愛媛県,東温市,見奈良,2019-03-03,17,その他の住宅（３階建て以下共同住宅等）,10歳代,高校生,施錠せず
窃盗,自転車盗,松山南,重信交番,382159,愛媛県,東温市,見奈良,2019-07-20,17,その他,50歳代,その他,施錠せず
窃盗,自転車盗,松山南,重信交番,382159,愛媛県,東温市,横河原,2019-01-09,07,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,松山南,重信交番,382159,愛媛県,東温市,横河原,2019-07-08,07,その他,10歳代,高校生,施錠せず
窃盗,自転車盗,松山南,朝生田交番,382019,愛媛県,松山市,朝生田町１丁目,2019-01-11,18,駐車（輪）場,40歳代,その他,施錠せず
窃盗,自転車盗,松山南,朝生田交番,382019,愛媛県,松山市,朝生田町２丁目,2019-09-12,03,道路上,50歳代,その他,施錠せず
窃盗,自転車盗,松山南,朝生田交番,382019,愛媛県,松山市,朝生田町５丁目,2019-01-20,11,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,松山南,朝生田交番,382019,愛媛県,松山市,朝生田町６丁目,2019-01-12,14,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,松山南,朝生田交番,382019,愛媛県,松山市,市坪北１丁目,2019-11-04,20,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,松山南,朝生田交番,382019,愛媛県,松山市,古川北２丁目,2019-04-01,09,駐車（輪）場,40歳代,その他,施錠せず
窃盗,自転車盗,松山南,朝生田交番,382019,愛媛県,松山市,古川西１丁目,2019-07-20,13,駐車（輪）場,40歳代,その他,施錠せず
窃盗,自転車盗,松山南,朝生田交番,382019,愛媛県,松山市,古川南３丁目,2019-10-16,17,駐車（輪）場,70歳以上,その他,施錠せず
窃盗,自転車盗,松山南,朝生田交番,382019,愛媛県,松山市,天山１丁目,2019-09-11,14,その他,60-64歳,その他,施錠せず
窃盗,自転車盗,松山南,朝生田交番,382019,愛媛県,松山市,和泉南３丁目,2019-08-24,17,駐車（輪）場,40歳代,その他,施錠せず
窃盗,自転車盗,松山南,朝生田交番,382019,愛媛県,松山市,和泉南６丁目,2019-12-24,21,一戸建住宅,10歳代,中学生,施錠せず
